Time(ms),Hall(mV),B(mT)
2790,585.9375,-0.00
2811,634.7656,0.49
2833,708.0078,1.22
2853,839.8438,2.54
2874,1054.6875,4.69
2896,1411.1328,8.25
2918,1967.7734,13.82
2940,2763.6718,21.78
2964,3564.4531,29.78
2987,3999.0234,34.13
3009,3754.8828,31.69
3033,3017.5781,24.32
3055,2197.2656,16.11
3078,1557.6171,9.72
3100,1162.1093,5.76
3122,913.0859,3.27
3142,776.3672,1.90
3164,683.5938,0.98
3184,634.7656,0.49
3205,600.5859,0.15
3225,581.0547,-0.05
3248,561.5234,-0.24
3268,556.6406,-0.29
3289,541.9922,-0.44
3310,546.8750,-0.39
3332,541.9922,-0.44
3354,541.9922,-0.44
3376,541.9922,-0.44
3397,546.8750,-0.39
3418,546.8750,-0.39
3438,541.9922,-0.44
3459,541.9922,-0.44
3480,546.8750,-0.39
3503,551.7578,-0.34
3524,561.5234,-0.24
3545,585.9375,-0.00
3566,620.1172,0.34
3587,668.9453,0.83
3608,742.1875,1.56
3629,869.1406,2.83
3649,1059.5703,4.74
3672,1391.6015,8.06
3693,1918.9453,13.33
3716,2685.5468,21.00
3739,3510.7421,29.25
3762,3979.4921,33.93
3784,3793.9453,32.08
3808,3090.8203,25.05
3830,2270.5078,16.85
3853,1596.6796,10.11
3876,1162.1093,5.76
3898,888.6719,3.03
3918,737.3047,1.51
3940,644.5313,0.59
3960,595.7031,0.10
3981,566.4063,-0.20
4003,546.8750,-0.39
4025,537.1094,-0.49
4046,537.1094,-0.49
4067,537.1094,-0.49
4087,541.9922,-0.44
4108,541.9922,-0.44
4129,541.9922,-0.44
4152,546.8750,-0.39
4173,537.1094,-0.49
4195,537.1094,-0.49
4215,546.8750,-0.39
4236,541.9922,-0.44
4257,537.1094,-0.49
4279,537.1094,-0.49
4301,541.9922,-0.44
4323,537.1094,-0.49
4344,532.2266,-0.54
4365,537.1094,-0.49
4385,532.2266,-0.54
4406,541.9922,-0.44
4427,561.5234,-0.24
4450,620.1172,0.34
4470,688.4766,1.02
4491,805.6641,2.20
4512,996.0938,4.10
4533,1303.7109,7.18
4554,1806.6406,12.21
4577,2563.4765,19.77
4600,3408.2031,28.22
4623,3955.0781,33.69
4646,3852.5390,32.67
4669,3188.4765,26.02
4691,2373.0468,17.87
4715,1699.2187,11.13
4738,1235.3515,6.49
4759,966.7969,3.81
4781,800.7813,2.15
4801,708.0078,1.22
4822,639.6484,0.54
4842,600.5859,0.15
4864,576.1719,-0.10
4885,561.5234,-0.24
4907,551.7578,-0.34
4928,546.8750,-0.39
4951,541.9922,-0.44
4972,537.1094,-0.49
4993,541.9922,-0.44
5013,546.8750,-0.39
5033,541.9922,-0.44
5054,541.9922,-0.44
5075,541.9922,-0.44
5098,541.9922,-0.44
5120,546.8750,-0.39
5141,551.7578,-0.34
5161,566.4063,-0.20
5182,581.0547,-0.05
5203,615.2344,0.29
5225,654.2969,0.68
5245,722.6563,1.37
5266,834.9609,2.49
5287,1010.7422,4.25
5309,1313.4765,7.27
5330,1811.5234,12.26
5354,2548.8281,19.63
5377,3378.9062,27.93
5399,3935.5468,33.50
5423,3881.8359,32.96
5445,3256.8359,26.71
5468,2426.7578,18.41
5491,1713.8671,11.28
5514,1230.4687,6.44
5535,932.6172,3.47
5557,761.7188,1.76
5577,659.1797,0.73
5598,605.4688,0.19
5619,571.2891,-0.15
5640,546.8750,-0.39
5660,537.1094,-0.49
5681,537.1094,-0.49
5702,537.1094,-0.49
5724,537.1094,-0.49
5746,541.9922,-0.44
5768,541.9922,-0.44
5788,537.1094,-0.49
5809,537.1094,-0.49
5829,541.9922,-0.44
5851,541.9922,-0.44
5872,546.8750,-0.39
5895,541.9922,-0.44
5916,537.1094,-0.49
5938,541.9922,-0.44
5958,537.1094,-0.49
5979,537.1094,-0.49
6000,532.2266,-0.54
6022,532.2266,-0.54
6044,546.8750,-0.39
6066,566.4063,-0.20
6087,600.5859,0.15
6108,668.9453,0.83
6128,771.4844,1.85
6150,952.1484,3.66
6170,1240.2343,6.54
6192,1708.9843,11.23
6215,2416.9921,18.31
6238,3237.3046,26.51
6260,3886.7187,33.01
6284,3950.1953,33.64
6306,3369.1406,27.83
6329,2534.1796,19.48
6352,1801.7578,12.16
6375,1303.7109,7.18
6396,1005.8594,4.20
6419,820.3125,2.34
6439,717.7734,1.32
6460,644.5313,0.59
6481,610.3516,0.24
6502,585.9375,-0.00
6523,571.2891,-0.15
6546,556.6406,-0.29
6567,541.9922,-0.44
6588,541.9922,-0.44
6608,541.9922,-0.44
6629,537.1094,-0.49
6650,537.1094,-0.49
6672,537.1094,-0.49
6694,541.9922,-0.44
6716,541.9922,-0.44
6736,541.9922,-0.44
6757,546.8750,-0.39
6777,551.7578,-0.34
6798,561.5234,-0.24
6819,576.1719,-0.10
6842,605.4688,0.19
6862,644.5313,0.59
6883,712.8906,1.27
6904,815.4297,2.29
6925,976.5625,3.91
6945,1250.0000,6.64
6968,1718.7500,11.33
6990,2426.7578,18.41
7013,3266.6015,26.81
7036,3901.3671,33.15
7059,3935.5468,33.50
7081,3378.9062,27.93
7105,2573.2421,19.87
7128,1840.8203,12.55
7150,1308.5937,7.23
7173,981.4453,3.95
7193,791.0156,2.05
7214,678.7109,0.93
7235,610.3516,0.24
7256,576.1719,-0.10
7277,556.6406,-0.29
7299,537.1094,-0.49
7321,537.1094,-0.49
7343,537.1094,-0.49
7363,541.9922,-0.44
7384,537.1094,-0.49
7404,537.1094,-0.49
7426,541.9922,-0.44
7447,541.9922,-0.44
7470,541.9922,-0.44
7491,537.1094,-0.49
7512,541.9922,-0.44
7532,541.9922,-0.44
7553,546.8750,-0.39
7574,541.9922,-0.44
7596,537.1094,-0.49
7618,537.1094,-0.49
7640,537.1094,-0.49
7661,537.1094,-0.49
7682,541.9922,-0.44
7702,556.6406,-0.29
7723,581.0547,-0.05
7745,629.8828,0.44
7766,712.8906,1.27
7786,839.8438,2.54
7808,1049.8046,4.64
7829,1406.2500,8.20
7851,1982.4218,13.96
7874,2832.0312,22.46
7897,3706.0546,31.20
7919,4091.7968,35.06
7943,3735.3515,31.49
7965,2954.1015,23.68
7988,2167.9687,15.82
8011,1582.0312,9.96
8033,1186.5234,6.01
8054,942.3828,3.56
8076,781.2500,1.95
8096,688.4766,1.02
8117,629.8828,0.44
8138,595.7031,0.10
8159,571.2891,-0.15
8179,556.6406,-0.29
8200,546.8750,-0.39
8221,541.9922,-0.44
8243,541.9922,-0.44
8265,541.9922,-0.44
8287,537.1094,-0.49
8307,541.9922,-0.44
8328,537.1094,-0.49
8348,537.1094,-0.49
8370,541.9922,-0.44
8391,551.7578,-0.34
8414,546.8750,-0.39
8435,556.6406,-0.29
8456,576.1719,-0.10
8477,585.9375,-0.00
8500,615.2344,0.29
8520,668.9453,0.83
8541,742.1875,1.56
8561,869.1406,2.83
8583,1088.8671,5.03
8604,1450.1953,8.64
8626,2001.9531,14.16
8649,2778.3203,21.92
8672,3559.5703,29.74
8694,3989.2578,34.03
8718,3798.8281,32.13
8740,3110.3515,25.24
8763,2290.0390,17.04
8786,1611.3281,10.25
8809,1147.4609,5.61
8830,874.0234,2.88
8852,732.4219,1.46
8872,639.6484,0.54
8893,595.7031,0.10
8914,566.4063,-0.20
8935,546.8750,-0.39
8955,541.9922,-0.44
8976,537.1094,-0.49
8997,537.1094,-0.49
9019,532.2266,-0.54
9041,532.2266,-0.54
9063,541.9922,-0.44
9083,546.8750,-0.39
9104,546.8750,-0.39
9124,537.1094,-0.49
9146,546.8750,-0.39
9167,541.9922,-0.44
9190,537.1094,-0.49
9211,537.1094,-0.49
9232,537.1094,-0.49
9252,546.8750,-0.39
9273,532.2266,-0.54
9294,532.2266,-0.54
9316,537.1094,-0.49
9338,546.8750,-0.39
9360,566.4063,-0.20
9380,620.1172,0.34
9401,688.4766,1.02
9422,805.6641,2.20
9443,1005.8594,4.20
9464,1347.6562,7.62
9486,1894.5312,13.09
9509,2690.4296,21.04
9532,3515.6250,29.30
9555,3979.4921,33.93
9578,3818.3593,32.32
9601,3144.5312,25.59
9624,2368.1640,17.82
9647,1694.3359,11.08
9669,1240.2343,6.54
9692,957.0313,3.71
9712,795.8984,2.10
9733,693.3594,1.07
9753,634.7656,0.49
9775,595.7031,0.10
9795,576.1719,-0.10
9817,561.5234,-0.24
9839,551.7578,-0.34
9861,546.8750,-0.39
9881,541.9922,-0.44
9902,541.9922,-0.44
9922,541.9922,-0.44
9944,546.8750,-0.39
9965,541.9922,-0.44
9988,541.9922,-0.44
10009,541.9922,-0.44
10031,546.8750,-0.39
10052,546.8750,-0.39
10074,551.7578,-0.34
10096,561.5234,-0.24
10120,595.7031,0.10
10141,625.0000,0.39
10163,688.4766,1.02
10185,786.1328,2.00
10207,957.0313,3.71
10228,1225.5859,6.40
10252,1718.7500,11.33
10275,2529.2968,19.43
10299,3540.0390,29.54
10323,4208.9843,36.23
10347,4052.7343,34.67
10371,3281.2500,26.95
10395,2402.3437,18.16
10419,1699.2187,11.13
10442,1196.2890,6.10
10466,903.3203,3.17
10487,727.5391,1.42
10509,629.8828,0.44
10531,576.1719,-0.10
10554,551.7578,-0.34
10575,537.1094,-0.49
10598,541.9922,-0.44
10621,537.1094,-0.49
10644,537.1094,-0.49
10665,541.9922,-0.44
10687,541.9922,-0.44
10708,541.9922,-0.44
10731,541.9922,-0.44
10755,541.9922,-0.44
10777,541.9922,-0.44
10799,541.9922,-0.44
10820,537.1094,-0.49
10842,541.9922,-0.44
10864,541.9922,-0.44
10888,541.9922,-0.44
10910,537.1094,-0.49
10932,537.1094,-0.49
10953,527.3438,-0.59
10975,541.9922,-0.44
10997,556.6406,-0.29
11020,585.9375,-0.00
11043,649.4141,0.63
11065,761.7188,1.76
11086,952.1484,3.66
11109,1259.7656,6.74
11131,1791.9921,12.06
11156,2607.4218,20.21
11180,3540.0390,29.54
11203,4125.9765,35.40
11228,3959.9609,33.74
11251,3183.5937,25.98
11275,2309.5703,17.24
11299,1630.8593,10.45
11323,1171.8750,5.86
11345,908.2031,3.22
11368,756.8359,1.71
11389,673.8281,0.88
11411,615.2344,0.29
11433,590.8203,0.05
11455,566.4063,-0.20
11476,556.6406,-0.29
11499,546.8750,-0.39
11523,541.9922,-0.44
11545,541.9922,-0.44
11567,537.1094,-0.49
11588,537.1094,-0.49
11610,537.1094,-0.49
11632,546.8750,-0.39
11655,537.1094,-0.49
11678,541.9922,-0.44
11701,541.9922,-0.44
11722,546.8750,-0.39
11744,561.5234,-0.24
11766,585.9375,-0.00
11790,625.0000,0.39
11811,683.5938,0.98
11833,791.0156,2.05
11855,961.9141,3.76
11877,1240.2343,6.54
11899,1708.9843,11.23
11924,2441.4062,18.55
11948,3315.4296,27.29
11971,4018.5546,34.33
11996,4077.1484,34.91
12019,3466.7968,28.81
12043,2534.1796,19.48
12067,1723.6328,11.38
12091,1196.2890,6.10
12113,888.6719,3.03
12136,732.4219,1.46
12157,644.5313,0.59
12179,590.8203,0.05
12201,556.6406,-0.29
12223,546.8750,-0.39
12244,537.1094,-0.49
12267,537.1094,-0.49
12290,537.1094,-0.49
12313,541.9922,-0.44
12336,537.1094,-0.49
12357,537.1094,-0.49
12379,541.9922,-0.44
12400,541.9922,-0.44
12423,546.8750,-0.39
12446,546.8750,-0.39
12469,546.8750,-0.39
12490,541.9922,-0.44
12512,537.1094,-0.49
12533,541.9922,-0.44
12556,537.1094,-0.49
12578,537.1094,-0.49
12602,537.1094,-0.49
12624,541.9922,-0.44
12646,556.6406,-0.29
12667,595.7031,0.10
12689,654.2969,0.68
12711,747.0703,1.61
12733,917.9688,3.32
12754,1210.9375,6.25
12778,1718.7500,11.33
12802,2504.8828,19.19
12825,3369.1406,27.83
12850,3920.8984,33.35
12873,3837.8906,32.52
12898,3222.6562,26.37
12921,2421.8750,18.36
12945,1708.9843,11.23
12969,1220.7031,6.35
12992,937.5000,3.51
13014,771.4844,1.85
13036,683.5938,0.98
13058,625.0000,0.39
13079,590.8203,0.05
13102,566.4063,-0.20
13124,551.7578,-0.34
13146,551.7578,-0.34
13167,546.8750,-0.39
13189,541.9922,-0.44
13211,541.9922,-0.44
13235,541.9922,-0.44
13257,541.9922,-0.44
13279,541.9922,-0.44
13300,537.1094,-0.49
13322,546.8750,-0.39
13344,546.8750,-0.39
13368,551.7578,-0.34
13390,561.5234,-0.24
13412,585.9375,-0.00
13434,625.0000,0.39
13457,678.7109,0.93
13478,766.6016,1.81
13500,917.9688,3.32
13522,1162.1093,5.76
13545,1562.5000,9.76
13568,2182.6171,15.97
13592,2988.2812,24.02
13616,3745.1171,31.59
13639,4013.6718,34.28
13664,3564.4531,29.78
13687,2685.5468,21.00
13711,1865.2343,12.79
13735,1298.8281,7.13
13758,966.7969,3.81
13779,781.2500,1.95
13802,673.8281,0.88
13824,605.4688,0.19
13845,566.4063,-0.20
13869,546.8750,-0.39
13891,541.9922,-0.44
13913,537.1094,-0.49
13934,537.1094,-0.49
13956,537.1094,-0.49
13978,541.9922,-0.44
14002,541.9922,-0.44
14024,537.1094,-0.49
14046,537.1094,-0.49
14067,541.9922,-0.44
14089,541.9922,-0.44
14111,541.9922,-0.44
14134,541.9922,-0.44
14157,541.9922,-0.44
14180,541.9922,-0.44
14201,537.1094,-0.49
14223,532.2266,-0.54
14244,537.1094,-0.49
14267,537.1094,-0.49
14290,551.7578,-0.34
14313,590.8203,0.05
14334,644.5313,0.59
14356,732.4219,1.46
14379,893.5547,3.08
14400,1166.9921,5.81
14423,1625.9765,10.40
14447,2329.1015,17.43
14471,3178.7109,25.93
14494,3857.4218,32.71
14519,3930.6640,33.45
14542,3354.4921,27.68
14567,2514.6484,19.29
14590,1772.4609,11.86
14614,1259.7656,6.74
14638,961.9141,3.76
14659,791.0156,2.05
14681,693.3594,1.07
14703,634.7656,0.49
14725,600.5859,0.15
14746,581.0547,-0.05
14770,571.2891,-0.15
14792,551.7578,-0.34
14814,546.8750,-0.39
14835,537.1094,-0.49
14857,541.9922,-0.44
14879,541.9922,-0.44
14903,541.9922,-0.44
14925,541.9922,-0.44
14947,541.9922,-0.44
14968,546.8750,-0.39
14990,546.8750,-0.39
15012,546.8750,-0.39
15036,551.7578,-0.34
15058,571.2891,-0.15
15080,620.1172,0.34
15101,673.8281,0.88
15124,756.8359,1.71
15145,893.5547,3.08
15167,1108.3984,5.22
15191,1479.4921,8.93
15213,2055.6640,14.70
15237,2871.0937,22.85
15261,3676.7578,30.91
15285,3994.1406,34.08
15308,3588.8671,30.03
15333,2758.7890,21.73
15356,1943.3593,13.57
15380,1357.4218,7.71
15404,1000.9766,4.15
15426,795.8984,2.10
15448,688.4766,1.02
15470,610.3516,0.24
15492,581.0547,-0.05
15514,556.6406,-0.29
15538,541.9922,-0.44
15560,532.2266,-0.54
15582,532.2266,-0.54
15603,537.1094,-0.49
15625,541.9922,-0.44
15647,541.9922,-0.44
15671,541.9922,-0.44
15693,546.8750,-0.39
15715,546.8750,-0.39
15736,546.8750,-0.39
15758,537.1094,-0.49
15780,537.1094,-0.49
15804,541.9922,-0.44
15826,541.9922,-0.44
15848,537.1094,-0.49
15869,541.9922,-0.44
15891,537.1094,-0.49
15913,537.1094,-0.49
15937,551.7578,-0.34
15960,576.1719,-0.10
15982,615.2344,0.29
16004,683.5938,0.98
16026,810.5469,2.25
16048,1005.8594,4.20
16070,1376.9531,7.91
16094,1958.0078,13.72
16117,2758.7890,21.73
16141,3540.0390,29.54
16165,3916.0156,33.30
16189,3652.3437,30.66
16212,2929.6875,23.44
16237,2119.1406,15.33
16261,1489.2578,9.03
16284,1098.6328,5.13
16307,864.2578,2.78
16328,737.3047,1.51
16351,664.0625,0.78
16372,615.2344,0.29
16394,590.8203,0.05
16416,571.2891,-0.15
16439,556.6406,-0.29
16460,546.8750,-0.39
16482,541.9922,-0.44
16503,541.9922,-0.44
16526,546.8750,-0.39
16549,546.8750,-0.39
16572,541.9922,-0.44
16594,541.9922,-0.44
16616,546.8750,-0.39
16637,541.9922,-0.44
16660,546.8750,-0.39
16683,551.7578,-0.34
16706,566.4063,-0.20
16729,600.5859,0.15
16750,639.6484,0.54
16772,703.1250,1.17
16794,810.5469,2.25
16816,976.5625,3.91
16837,1254.8828,6.69
16861,1723.6328,11.38
16884,2465.8203,18.80
16908,3334.9609,27.49
16932,3955.0781,33.69
16956,3916.0156,33.30
16980,3237.3046,26.51
17004,2377.9296,17.92
17028,1650.3906,10.64
17052,1166.9921,5.81
17075,883.7891,2.98
17096,732.4219,1.46
17119,644.5313,0.59
17140,590.8203,0.05
17162,561.5234,-0.24
17184,546.8750,-0.39
17208,541.9922,-0.44
17230,537.1094,-0.49
17252,537.1094,-0.49
17273,541.9922,-0.44
17295,541.9922,-0.44
17317,546.8750,-0.39
17341,541.9922,-0.44
17363,541.9922,-0.44
17385,541.9922,-0.44
17406,541.9922,-0.44
17428,541.9922,-0.44
17451,537.1094,-0.49
17474,537.1094,-0.49
17497,541.9922,-0.44
17518,541.9922,-0.44
17540,537.1094,-0.49
17561,541.9922,-0.44
17584,541.9922,-0.44
17607,561.5234,-0.24
17630,610.3516,0.24
17651,673.8281,0.88
17673,786.1328,2.00
17695,971.6797,3.86
17717,1284.1796,6.98
17739,1796.8750,12.11
17764,2578.1250,19.92
17787,3422.8515,28.37
17811,3945.3125,33.59
17836,3779.2968,31.93
17859,3066.4062,24.80
17884,2246.0937,16.60
17907,1591.7968,10.06
17931,1152.3437,5.66
17954,903.3203,3.17
17976,766.6016,1.81
17997,683.5938,0.98
18020,629.8828,0.44
18041,590.8203,0.05
18063,571.2891,-0.15
18085,551.7578,-0.34
18109,546.8750,-0.39
18131,541.9922,-0.44
18153,541.9922,-0.44
18174,541.9922,-0.44
18196,541.9922,-0.44
18219,541.9922,-0.44
18242,541.9922,-0.44
18265,546.8750,-0.39
18287,537.1094,-0.49
18309,546.8750,-0.39
18330,556.6406,-0.29
18353,566.4063,-0.20
18375,595.7031,0.10
18398,634.7656,0.49
18419,688.4766,1.02
18441,781.2500,1.95
18463,932.6172,3.47
18485,1191.4062,6.05
18507,1625.9765,10.40
18532,2304.6875,17.19
18555,3159.1796,25.73
18580,3837.8906,32.52
18604,3930.6640,33.45
18627,3374.0234,27.88
18652,2524.4140,19.38
18675,1767.5781,11.82
18699,1240.2343,6.54
18722,937.5000,3.51
18744,766.6016,1.81
18765,659.1797,0.73
18788,605.4688,0.19
18809,571.2891,-0.15
18831,546.8750,-0.39
18853,537.1094,-0.49
18876,532.2266,-0.54
18899,541.9922,-0.44
18922,537.1094,-0.49
18944,537.1094,-0.49
18965,541.9922,-0.44
18987,541.9922,-0.44
19009,541.9922,-0.44
19033,541.9922,-0.44
19055,541.9922,-0.44
19077,546.8750,-0.39
19098,541.9922,-0.44
19120,537.1094,-0.49
19142,541.9922,-0.44
19166,537.1094,-0.49
19188,537.1094,-0.49
19210,532.2266,-0.54
19231,541.9922,-0.44
19253,561.5234,-0.24
19275,600.5859,0.15
19298,659.1797,0.73
19319,756.8359,1.71
19341,932.6172,3.47
19363,1215.8203,6.30
19386,1704.1015,11.18
19409,2456.0546,18.70
19434,3325.1953,27.39
19458,3930.6640,33.45
19481,3876.9531,32.91
19506,3227.5390,26.42
19529,2373.0468,17.87
19554,1679.6875,10.94
19577,1215.8203,6.30
19600,942.3828,3.56
19622,786.1328,2.00
19644,688.4766,1.02
19665,629.8828,0.44
19688,595.7031,0.10
19709,576.1719,-0.10
19732,566.4063,-0.20
19755,551.7578,-0.34
19778,546.8750,-0.39
19801,546.8750,-0.39
19822,546.8750,-0.39
19844,541.9922,-0.44
19865,537.1094,-0.49
19888,541.9922,-0.44
19911,541.9922,-0.44
19934,541.9922,-0.44
19956,546.8750,-0.39
19978,551.7578,-0.34
19999,556.6406,-0.29
20022,585.9375,-0.00
20045,610.3516,0.24
20067,654.2969,0.68
20088,727.5391,1.42
20111,839.8438,2.54
20132,1044.9218,4.59
20155,1381.8359,7.96
20178,1933.5937,13.48
20202,2719.7265,21.34
20226,3535.1562,29.49
20250,3999.0234,34.13
20274,3764.6484,31.79
20297,3002.9296,24.17
20322,2158.2031,15.72
20345,1503.9062,9.18
20369,1088.8671,5.03
20391,844.7266,2.59
20413,708.0078,1.22
20435,629.8828,0.44
20457,585.9375,-0.00
20480,556.6406,-0.29
20502,546.8750,-0.39
20526,532.2266,-0.54
20548,532.2266,-0.54
20571,537.1094,-0.49
20592,537.1094,-0.49
20614,537.1094,-0.49
20636,537.1094,-0.49
20659,537.1094,-0.49
20682,541.9922,-0.44
20705,537.1094,-0.49
20726,541.9922,-0.44
20748,546.8750,-0.39
20769,537.1094,-0.49
20792,541.9922,-0.44
20815,532.2266,-0.54
20838,532.2266,-0.54
20859,537.1094,-0.49
20881,537.1094,-0.49
20902,546.8750,-0.39
20925,571.2891,-0.15
20948,629.8828,0.44
20970,708.0078,1.22
20992,830.0781,2.44
21014,1064.4531,4.78
21037,1455.0781,8.69
21059,2075.1953,14.89
21084,2924.8046,23.39
21107,3720.7031,31.35
21131,3999.0234,34.13
21155,3593.7500,30.08
21179,2788.0859,22.02
21202,1997.0703,14.11
21227,1430.6640,8.45
21250,1079.1015,4.93
21272,854.4922,2.68
21295,727.5391,1.42
21316,654.2969,0.68
21338,605.4688,0.19
21360,585.9375,-0.00
21383,566.4063,-0.20
21404,551.7578,-0.34
21427,546.8750,-0.39
21450,541.9922,-0.44
21473,541.9922,-0.44
21494,537.1094,-0.49
21516,541.9922,-0.44
21537,541.9922,-0.44
21560,541.9922,-0.44
21583,541.9922,-0.44
21606,541.9922,-0.44
21627,546.8750,-0.39
21649,556.6406,-0.29
21670,581.0547,-0.05
21694,600.5859,0.15
21715,629.8828,0.44
21737,683.5938,0.98
21760,781.2500,1.95
21781,932.6172,3.47
21803,1196.2890,6.10
21826,1640.6250,10.55
21850,2329.1015,17.43
21873,3168.9453,25.83
21898,3862.3046,32.76
21921,3959.9609,33.74
21945,3417.9687,28.32
21969,2568.3593,19.82
21993,1801.7578,12.16
22017,1264.6484,6.79
22040,947.2656,3.61
22062,761.7188,1.76
22083,654.2969,0.68
22106,600.5859,0.15
22127,571.2891,-0.15
22149,546.8750,-0.39
22171,541.9922,-0.44
22195,537.1094,-0.49
22217,532.2266,-0.54
22239,537.1094,-0.49
22260,537.1094,-0.49
22282,541.9922,-0.44
22304,537.1094,-0.49
22328,541.9922,-0.44
22350,541.9922,-0.44
22373,537.1094,-0.49
22394,541.9922,-0.44
22416,541.9922,-0.44
22438,541.9922,-0.44
22461,537.1094,-0.49
22484,537.1094,-0.49
22507,537.1094,-0.49
22529,537.1094,-0.49
22550,541.9922,-0.44
22572,561.5234,-0.24
22594,600.5859,0.15
22617,654.2969,0.68
22638,761.7188,1.76
22660,927.7344,3.42
22682,1215.8203,6.30
22705,1708.9843,11.23
22728,2465.8203,18.80
22753,3344.7265,27.59
22776,3950.1953,33.64
22801,3886.7187,33.01
22824,3242.1875,26.56
22848,2407.2265,18.21
22873,1713.8671,11.28
22896,1235.3515,6.49
22919,957.0313,3.71
22941,791.0156,2.05
22963,693.3594,1.07
22984,625.0000,0.39
23007,595.7031,0.10
23028,571.2891,-0.15
23050,556.6406,-0.29
23072,546.8750,-0.39
23095,556.6406,-0.29
23118,546.8750,-0.39
23141,541.9922,-0.44
23162,537.1094,-0.49
23184,541.9922,-0.44
23205,541.9922,-0.44
23228,546.8750,-0.39
23251,541.9922,-0.44
23274,546.8750,-0.39
23296,556.6406,-0.29
23317,566.4063,-0.20
23339,590.8203,0.05
23361,620.1172,0.34
23383,678.7109,0.93
23404,761.7188,1.76
23427,908.2031,3.22
23448,1157.2265,5.71
23471,1567.3828,9.81
23494,2187.5000,16.01
23518,3017.5781,24.32
23541,3750.0000,31.64
23566,3999.0234,34.13
23589,3569.3359,29.83
23613,2734.3750,21.48
23638,1923.8281,13.38
23661,1337.8906,7.52
23684,986.3281,4.00
23706,791.0156,2.05
23728,673.8281,0.88
23749,610.3516,0.24
23772,566.4063,-0.20
23793,551.7578,-0.34
23815,537.1094,-0.49
23837,537.1094,-0.49
23860,537.1094,-0.49
23883,537.1094,-0.49
23906,537.1094,-0.49
23927,546.8750,-0.39
23949,541.9922,-0.44
23970,541.9922,-0.44
23993,541.9922,-0.44
24016,537.1094,-0.49
24039,541.9922,-0.44
24061,541.9922,-0.44
24083,537.1094,-0.49
24104,537.1094,-0.49
